1,1.27653
1,1.27959
1,1.29065
1,1.35141
1,1.25538
2,1.46018
2,1.49141
2,1.48725
2,1.47776
2,1.49179
3,1.56992
3,1.44810
3,1.44017
3,1.42399
3,1.52477
4,1.61927
4,1.63590
4,1.63010
4,1.64237
4,1.65399
5,1.52991
5,1.59429
5,1.63246
5,1.59265
5,1.59068
6,1.59011
6,1.48666
6,1.58899
6,1.52405
6,1.55124
7,1.55261
7,1.53211
7,1.48185
7,1.59600
7,1.54015
8,1.48157
8,1.45620
8,1.51986
8,1.58671
8,1.53136
9,1.49719
9,1.21964
9,1.16091
9,1.14343
9,1.49217
10,1.34454
10,1.47812
10,1.49634
10,1.49396
10,1.46711
11,1.48620
11,1.48291
11,1.50954
11,1.51389
11,1.42995
12,1.40853
12,1.44698
12,1.43706
12,1.48379
12,1.47169
13,1.52147
13,1.43000
13,1.44050
13,1.26791
13,1.48267
14,1.49191
14,1.50242
14,1.49371
14,1.40466
14,1.48484
15,1.06974
15,1.44186
15,1.42707
15,1.41394
15,1.36664
16,1.47519
16,1.47147
16,1.44221
16,1.43440
16,1.38155
17,1.47888
17,1.48793
17,1.36167
17,1.50035
17,1.36671
18,1.46831
18,1.44731
18,1.49163
18,1.41118
18,1.42068
19,1.39445
19,1.25612
19,1.33147
19,1.36357
19,1.13961
20,1.19674
20,1.05478
20,1.36425
20,1.44584
20,1.30442
21,1.10216
21,1.35575
21,1.44730
21,1.45500
21,1.44154
22,1.38259
22,1.40362
22,1.45829
22,1.40208
22,1.41715
23,1.42618
23,1.45229
23,1.39031
23,1.19599
23,1.28544
24,1.48554
24,1.44703
24,1.31917
24,1.44803
24,1.19781
25,1.36995
25,1.08856
25,1.42714
25,1.32996
25,1.43640
26,1.30734
26,1.40089
26,1.43036
26,1.43923
26,1.41941
27,1.41710
27,1.41979
27,1.38698
27,1.25967
27,1.42759
28,1.43132
28,1.35929
28,1.45335
28,1.43473
28,1.13714
29,1.32725
29,1.42931
29,1.34803
29,1.38679
29,1.35243
30,1.39204
30,1.39606
30,1.45319
30,1.41660
30,1.21806
31,1.23510
31,1.31656
31,1.45765
31,1.27135
31,1.35575
32,1.34397
32,1.39337
32,1.38537
32,1.38477
32,1.21456
33,1.27134
33,1.46418
33,1.32049
33,1.40140
33,1.14298
34,1.41363
34,1.31712
34,1.17153
34,1.40924
34,1.42471
35,1.15854
35,1.42578
35,1.40861
35,1.39352
35,1.17470
36,1.41568
36,1.12936
36,1.32661
36,1.33405
36,1.44251
37,1.41892
37,1.26183
37,1.40351
37,1.39556
37,1.45450
38,1.42994
38,1.39488
38,1.41694
38,1.37181
38,1.42743
39,1.44646
39,1.42236
39,1.12845
39,1.26396
39,1.39602
40,1.20828
40,1.26840
40,1.37173
40,1.37734
40,1.38440
41,1.37531
41,1.38168
41,1.16951
41,1.06111
41,1.20087
42,1.37554
42,1.37881
42,1.02929
42,1.35914
42,1.32630
43,1.45291
43,1.35299
43,1.35071
43,1.44080
43,1.47763
44,2.15817
44,1.49011
44,1.42612
44,1.67411
44,1.34685
45,1.28732
45,1.54349
45,1.49759
45,1.46459
45,1.26597
46,1.36127
46,1.45754
46,1.27425
46,1.45948
46,1.32866
47,1.34044
47,1.37210
47,1.09997
47,1.43253
47,1.18725
48,1.35195
48,1.30678
48,1.24249
48,1.21618
48,1.26660
49,1.44633
49,1.47301
49,1.45180
49,1.41089
49,1.29828
50,1.16266
50,1.40420
50,1.41625
50,1.23727
50,1.40751
4,0.01708
4,0.16717
4,0.18516
5,14.76850
