1.43799880,1.46242695,1.47111937,1.46764325,1.43460403
2.66455745,2.77874448,2.72396517,2.38286268,2.51454576
3.61627145,3.57862360,3.56093765,3.56362068,3.57075738
4.47898485,4.47575936,4.56087335,4.54790660,4.54174799
4.57391924,4.55577557,4.53838068,4.55371195,4.56224208
4.47931312,4.53631798,4.55565190,4.54562213,4.55999569
4.51587138,4.54483295,4.51723098,4.53265101,4.54146877
4.53578006,4.53006462,4.55073588,4.51089789,4.52849478
4.53373025,4.52234747,4.54089599,4.53629421,4.55177919
4.53561039,4.54370108,4.54488706,4.54095356,4.54275332
4.51974487,4.54672534,4.53168223,4.48154557,4.32050634
4.42293536,4.32289865,4.44835741,4.51032811,4.53067808
4.54178674,4.53855177,4.43394496,4.35859752,4.50688240
4.48406744,4.49418571,4.53181032,4.51617142,4.52794916
4.51695612,4.52402903,4.51750052,4.51186912,4.53231236
4.41287632,4.45761238,4.42637487,4.43433506,4.51039167
4.51074553,4.48136486,4.51753285,4.55728291,4.53143189
4.50647809,4.54168771,4.54380564,4.54787319,4.52612824
4.54315704,4.53385364,4.55531939,4.52843082,4.52436917
4.53361222,4.53437945,4.54728023,4.54364606,4.54858874
