0.14459099,0.11550305,0.12282012,0.11542738,0.11557546
0.05821253,0.05764130,0.05754863,0.05772159,0.05756025
0.07825780,0.07140952,0.07796276,0.06750521,0.07562296
0.06111242,0.05965958,0.05744580,0.05946631,0.05965612
0.05923176,0.05948633,0.05905748,0.05936361,0.06472314
0.05946893,0.06368704,0.06510531,0.06237169,0.05948309
0.06001398,0.06167154,0.06000934,0.06117534,0.06432487
0.05953408,0.06048627,0.05906977,0.06275795,0.05860220
0.06139485,0.06001716,0.06447781,0.05952191,0.06097603
0.05791219,0.05827013,0.05993071,0.06328700,0.06351511
0.05987510,0.06028317,0.05844224,0.05871015,0.05928716
0.06116868,0.05848561,0.05829674,0.05900078,0.05873292
0.05974287,0.05886603,0.06236584,0.05951451,0.06001899
0.06087409,0.06101312,0.05927867,0.05951588,0.05846079
0.05831726,0.05847202,0.05806645,0.06052216,0.06461278
0.05899699,0.05840291,0.05875216,0.05855994,0.05838284
0.05939781,0.05938675,0.05969005,0.05893481,0.05822614
0.05988550,0.05969365,0.05785485,0.05804470,0.05782300
0.05828651,0.06108764,0.05848111,0.05882518,0.05804903
0.06010813,0.05972677,0.05979449,0.06028296,0.06162344
0.06045630,0.05969862,0.06125727,0.06017442,0.05897726
0.05995255,0.05822066,0.06064581,0.05848731,0.05978404
0.06211110,0.06569700,0.05937053,0.05913461,0.05874997
0.05962253,0.05841529,0.05792520,0.06026045,0.05776093
0.05839606,0.05841871,0.05793031,0.05848862,0.05967333
0.06252470,0.05907755,0.05995862,0.05818447,0.05844958
0.06227265,0.05864313,0.05796338,0.05891800,0.06018817
0.05776212,0.05786630,0.05810829,0.05948796,0.06001720
0.05993338,0.05876450,0.05945264,0.05938705,0.05900764
0.05981577,0.05925999,0.05933015,0.05821345,0.05791868
0.05882934,0.06461114,0.05821363,0.05851111,0.05879994
0.05813650,0.05923415,0.05885297,0.05868811,0.05832871
0.05793979,0.05778926,0.05825431,0.05813521,0.05960239
0.05838454,0.05789685,0.05909015,0.05821139,0.05866943
0.06077374,0.07982697,0.07559355,0.05896023,0.05832892
0.05869494,0.06392522,0.06086157,0.05828228,0.05891280
0.05898358,0.05786470,0.06122335,0.08762852,0.05912527
0.05873178,0.05918856,0.05763156,0.05777922,0.05880563
0.05907720,0.05915719,0.05911678,0.05809936,0.05918886
0.05874044,0.05807387,0.05942402,0.05889501,0.05772251
0.05953308,0.06209729,0.05927902,0.05828604,0.05783594
0.05812816,0.05842629,0.05863562,0.05890485,0.05852823
0.05912524,0.05892759,0.05829791,0.05878058,0.05891042
0.05838227,0.05784951,0.05763745,0.05897260,0.05789647
0.05889841,0.05796760,0.05902534,0.05893843,0.05889631
0.05913011,0.05813096,0.06244942,0.05784606,0.05872290
0.05842505,0.05845022,0.05960705,0.05789895,0.05797250
0.05799960,0.05771744,0.05772735,0.05817088,0.05810702
0.05865276,0.05785473,0.05931493,0.05926046,0.05942316
0.05861454,0.05868892,0.05921128,0.05896160,0.05860742
