1,1.29656
1,1.36560
1,1.30046
1,1.38035
1,1.31994
2,1.17034
2,1.15680
2,1.15222
2,1.15526
2,1.15335
3,1.13757
3,1.13727
3,1.13637
3,1.11137
3,1.13800
4,1.11862
4,1.12785
4,1.11854
4,1.11410
4,1.13837
5,1.12166
5,1.08919
5,1.10614
5,1.09269
5,1.09421
6,1.10609
6,1.08529
6,1.09419
6,1.08638
6,1.09910
7,1.08204
7,1.08996
7,1.08357
7,1.10320
7,1.09160
8,1.15925
8,1.10432
8,1.11047
8,1.08327
8,1.07881
9,1.08459
9,1.09236
9,1.09605
9,1.09478
9,1.08035
10,1.09497
10,1.03715
10,1.10033
10,1.09559
10,1.09196
11,1.09581
11,1.08209
11,1.09049
11,1.09580
11,1.09778
12,1.09324
12,1.08434
12,1.09563
12,1.09434
12,1.09526
13,1.10446
13,1.09302
13,1.08179
13,1.10686
13,1.29958
14,1.11432
14,1.11537
14,1.14332
14,1.12678
14,1.17010
15,1.02312
15,1.00018
15,1.00171
15,0.99839
15,1.08226
16,1.25395
16,1.11974
16,1.13790
16,1.06534
16,1.05518
17,1.02185
17,1.03297
17,1.17574
17,1.09547
17,1.11288
18,1.14088
18,1.09308
18,1.03334
18,1.05087
18,1.18040
19,1.03290
19,1.09105
19,1.03190
19,1.14216
19,1.10309
20,1.03668
20,1.06007
20,1.02456
20,1.01418
20,1.06623
21,1.18286
21,1.05507
21,1.04714
21,1.03386
21,1.02388
22,1.03443
22,1.05105
22,1.09817
22,1.03314
22,1.03900
23,0.99415
23,1.05862
23,1.07784
23,1.03427
23,1.13149
24,1.16191
24,1.14273
24,1.17612
24,1.21248
24,1.12859
25,1.12390
25,1.14573
25,1.17484
25,1.12551
25,1.08760
26,1.13761
26,1.15614
26,1.09852
26,1.18071
26,1.12778
27,1.13877
27,1.14451
27,1.07324
27,1.05046
27,1.09155
28,1.05154
28,1.01607
28,1.03389
28,1.01871
28,1.01190
29,1.02248
29,1.04720
29,1.11020
29,1.05183
29,1.13080
30,1.09718
30,1.11441
30,1.43196
30,1.17439
30,1.03284
31,1.05140
31,1.05044
31,1.05766
31,1.06532
31,1.09502
32,1.11981
32,1.06838
32,1.06962
32,1.13256
32,1.11735
33,1.06380
33,1.23584
33,1.09146
33,1.20654
33,1.20935
34,1.05897
34,1.08646
34,1.04604
34,1.03528
34,1.03636
35,1.09505
35,1.05044
35,1.14839
35,1.07253
35,1.10407
36,1.08998
36,1.15692
36,1.16477
36,1.07086
36,1.04499
37,1.08532
37,1.14577
37,1.08249
37,1.16146
37,1.32186
38,1.69951
38,1.14421
38,1.19196
38,1.05622
38,1.07414
39,1.21350
39,1.09138
39,1.11026
39,1.08543
39,1.08607
40,1.09286
40,1.14078
40,1.14077
40,1.16218
40,1.14888
41,1.17053
41,1.22462
41,1.20526
41,1.17269
41,1.14338
42,1.12416
42,1.15782
42,1.16258
42,1.14575
42,1.19210
43,1.26887
43,1.27134
43,1.33254
43,1.26592
43,1.18283
44,1.18817
44,1.17308
44,1.12216
44,1.17972
44,1.18212
45,1.18862
45,1.20009
45,1.18833
45,1.16896
45,1.19923
46,1.15598
46,1.18944
46,1.14874
46,1.14154
46,1.15043
47,1.15908
47,1.15954
47,1.15694
47,1.16029
47,1.15719
48,1.20109
48,1.19601
48,1.18141
48,1.16627
48,1.16580
49,1.18275
49,1.21529
49,1.29241
49,1.21985
49,1.21506
50,1.22171
50,1.22263
50,1.22742
50,1.23430
50,1.23160
4,0.03611
1000,1,0.000356000
1000,2,0.000541000
1000000000,10,9.470310000
1000000000,1,11.501270000
1000000000,2,10.122773000
1000000000,30,9.944901000
